Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
2946, Matrix Similarity After Cyclic Shifts,58.60%,FALSE,Easy,https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts/description,https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts/solutions
2947, Count Beautiful Substrings I,62.20%,FALSE,Medium,https://leetcode.com/problems/count-beautiful-substrings-i/description,https://leetcode.com/problems/count-beautiful-substrings-i/solutions
2948, Make Lexicographically Smallest Array by Swapping Elements,39.80%,FALSE,Medium,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/description,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/solutions
2949, Count Beautiful Substrings II,25.40%,FALSE,Hard,https://leetcode.com/problems/count-beautiful-substrings-ii/description,https://leetcode.com/problems/count-beautiful-substrings-ii/solutions
2950, Number of Divisible Substrings,74.40%,TRUE,Medium,https://leetcode.com/problems/number-of-divisible-substrings/description,https://leetcode.com/problems/number-of-divisible-substrings/solutions
2951, Find the Peaks,75.80%,FALSE,Easy,https://leetcode.com/problems/find-the-peaks/description,https://leetcode.com/problems/find-the-peaks/solutions
2952, Minimum Number of Coins to be Added,57.60%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-coins-to-be-added/description,https://leetcode.com/problems/minimum-number-of-coins-to-be-added/solutions
2953, Count Complete Substrings,28.20%,FALSE,Hard,https://leetcode.com/problems/count-complete-substrings/description,https://leetcode.com/problems/count-complete-substrings/solutions
2954, Count the Number of Infection Sequences,36.80%,FALSE,Hard,https://leetcode.com/problems/count-the-number-of-infection-sequences/description,https://leetcode.com/problems/count-the-number-of-infection-sequences/solutions
2955, Number of Same-End Substrings,55.70%,TRUE,Medium,https://leetcode.com/problems/number-of-same-end-substrings/description,https://leetcode.com/problems/number-of-same-end-substrings/solutions
2956, Find Common Elements Between Two Arrays,84.00%,FALSE,Easy,https://leetcode.com/problems/find-common-elements-between-two-arrays/description,https://leetcode.com/problems/find-common-elements-between-two-arrays/solutions
2957, Remove Adjacent Almost-Equal Characters,53.00%,FALSE,Medium,https://leetcode.com/problems/remove-adjacent-almost-equal-characters/description,https://leetcode.com/problems/remove-adjacent-almost-equal-characters/solutions
2958, Length of Longest Subarray With at Most K Frequency,55.90%,FALSE,Medium,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/description,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/solutions
2959, Number of Possible Sets of Closing Branches,51.60%,FALSE,Hard,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/description,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/solutions
2960, Count Tested Devices After Test Operations,80.80%,FALSE,Easy,https://leetcode.com/problems/count-tested-devices-after-test-operations/description,https://leetcode.com/problems/count-tested-devices-after-test-operations/solutions
2961, Double Modular Exponentiation,48.20%,FALSE,Medium,https://leetcode.com/problems/double-modular-exponentiation/description,https://leetcode.com/problems/double-modular-exponentiation/solutions
2962, Count Subarrays Where Max Element Appears at Least K Times,58.90%,FALSE,Medium,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/description,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/solutions
2963, Count the Number of Good Partitions,49.80%,FALSE,Hard,https://leetcode.com/problems/count-the-number-of-good-partitions/description,https://leetcode.com/problems/count-the-number-of-good-partitions/solutions
2964, Number of Divisible Triplet Sums,66.30%,TRUE,Medium,https://leetcode.com/problems/number-of-divisible-triplet-sums/description,https://leetcode.com/problems/number-of-divisible-triplet-sums/solutions
2965, Find Missing and Repeated Values,76.10%,FALSE,Easy,https://leetcode.com/problems/find-missing-and-repeated-values/description,https://leetcode.com/problems/find-missing-and-repeated-values/solutions
2966, Divide Array Into Arrays With Max Difference,71.80%,FALSE,Medium,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/description,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/solutions
2967, Minimum Cost to Make Array Equalindromic,22.30%,FALSE,Medium,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/description,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/solutions
2968, Apply Operations to Maximize Frequency Score,38.30%,FALSE,Hard,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/description,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/solutions
2969, Minimum Number of Coins for Fruits II,48.70%,TRUE,Hard,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii/description,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii/solutions
2970, Count the Number of Incremovable Subarrays I,52.60%,FALSE,Easy,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/description,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/solutions
2971, Find Polygon With the Largest Perimeter,66.10%,FALSE,Medium,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/description,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/solutions
2972, Count the Number of Incremovable Subarrays II,40.50%,FALSE,Hard,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/description,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/solutions
2973, Find Number of Coins to Place in Tree Nodes,37.10%,FALSE,Hard,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/description,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/solutions
2974, Minimum Number Game,86.00%,FALSE,Easy,https://leetcode.com/problems/minimum-number-game/description,https://leetcode.com/problems/minimum-number-game/solutions
2975, Maximum Square Area by Removing Fences From a Field,23.20%,FALSE,Medium,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/description,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/solutions
2976, Minimum Cost to Convert String I,58.40%,FALSE,Medium,https://leetcode.com/problems/minimum-cost-to-convert-string-i/description,https://leetcode.com/problems/minimum-cost-to-convert-string-i/solutions
2977, Minimum Cost to Convert String II,25.70%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-convert-string-ii/description,https://leetcode.com/problems/minimum-cost-to-convert-string-ii/solutions
2978, Symmetric Coordinates,41.80%,TRUE,Medium,https://leetcode.com/problems/symmetric-coordinates/description,https://leetcode.com/problems/symmetric-coordinates/solutions
2979, Most Expensive Item That Can Not Be Bought,79.20%,TRUE,Medium,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought/description,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought/solutions
2980, Check if Bitwise OR Has Trailing Zeros,70.90%,FALSE,Easy,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/description,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/solutions
2981, Find Longest Special Substring That Occurs Thrice I,44.30%,FALSE,Medium,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/description,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/solutions
2982, Find Longest Special Substring That Occurs Thrice II,34.10%,FALSE,Medium,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/description,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/solutions
2983, Palindrome Rearrangement Queries,25.90%,FALSE,Hard,https://leetcode.com/problems/palindrome-rearrangement-queries/description,https://leetcode.com/problems/palindrome-rearrangement-queries/solutions
2984, Find Peak Calling Hours for Each City,61.00%,TRUE,Medium,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/description,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/solutions
2985, Calculate Compressed Mean,87.90%,TRUE,Easy,https://leetcode.com/problems/calculate-compressed-mean/description,https://leetcode.com/problems/calculate-compressed-mean/solutions
2986, Find Third Transaction,52.10%,TRUE,Medium,https://leetcode.com/problems/find-third-transaction/description,https://leetcode.com/problems/find-third-transaction/solutions
2987, Find Expensive Cities,79.80%,TRUE,Easy,https://leetcode.com/problems/find-expensive-cities/description,https://leetcode.com/problems/find-expensive-cities/solutions
2988, Manager of the Largest Department,79.30%,TRUE,Medium,https://leetcode.com/problems/manager-of-the-largest-department/description,https://leetcode.com/problems/manager-of-the-largest-department/solutions
2989, Class Performance,88.70%,TRUE,Medium,https://leetcode.com/problems/class-performance/description,https://leetcode.com/problems/class-performance/solutions
2990, Loan Types,62.00%,TRUE,Easy,https://leetcode.com/problems/loan-types/description,https://leetcode.com/problems/loan-types/solutions
2991, Top Three Wineries,54.40%,TRUE,Hard,https://leetcode.com/problems/top-three-wineries/description,https://leetcode.com/problems/top-three-wineries/solutions
2992, Number of Self-Divisible Permutations,72.80%,TRUE,Medium,https://leetcode.com/problems/number-of-self-divisible-permutations/description,https://leetcode.com/problems/number-of-self-divisible-permutations/solutions
2993, Friday Purchases I,80.00%,TRUE,Medium,https://leetcode.com/problems/friday-purchases-i/description,https://leetcode.com/problems/friday-purchases-i/solutions
2994, Friday Purchases II,74.80%,TRUE,Hard,https://leetcode.com/problems/friday-purchases-ii/description,https://leetcode.com/problems/friday-purchases-ii/solutions
2995, Viewers Turned Streamers,42.70%,TRUE,Hard,https://leetcode.com/problems/viewers-turned-streamers/description,https://leetcode.com/problems/viewers-turned-streamers/solutions
2996, Smallest Missing Integer Greater Than Sequential Prefix Sum,32.90%,FALSE,Easy,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/description,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/solutions
2997, Minimum Number of Operations to Make Array XOR Equal to K,86.40%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/description,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solutions
2998, Minimum Number of Operations to Make X and Y Equal,47.40%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/description,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solutions
2999, Count the Number of Powerful Integers,26.30%,FALSE,Hard,https://leetcode.com/problems/count-the-number-of-powerful-integers/description,https://leetcode.com/problems/count-the-number-of-powerful-integers/solutions
3000, Maximum Area of Longest Diagonal Rectangle,36.50%,FALSE,Easy,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/description,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/solutions
3001, Minimum Moves to Capture The Queen,21.10%,FALSE,Medium,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/description,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solutions
3002, Maximum Size of a Set After Removals,46.00%,FALSE,Medium,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/description,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solutions
3003, Maximize the Number of Partitions After Operations,28.40%,FALSE,Hard,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/description,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/solutions
3004, Maximum Subtree of the Same Color,65.10%,TRUE,Medium,https://leetcode.com/problems/maximum-subtree-of-the-same-color/description,https://leetcode.com/problems/maximum-subtree-of-the-same-color/solutions
3005, Count Elements With Maximum Frequency,78.70%,FALSE,Easy,https://leetcode.com/problems/count-elements-with-maximum-frequency/description,https://leetcode.com/problems/count-elements-with-maximum-frequency/solutions
3006, Find Beautiful Indices in the Given Array I,36.70%,FALSE,Medium,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/description,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/solutions
3007, Maximum Number That Sum of the Prices Is Less Than or Equal to K,36.80%,FALSE,Medium,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/description,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solutions
3008, Find Beautiful Indices in the Given Array II,24.80%,FALSE,Hard,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/description,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/solutions
3009, Maximum Number of Intersections on the Chart,45.60%,TRUE,Hard,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/description,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/solutions
3010, Divide an Array Into Subarrays With Minimum Cost I,66.60%,FALSE,Easy,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/description,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/solutions
3011, Find if Array Can Be Sorted,51.70%,FALSE,Medium,https://leetcode.com/problems/find-if-array-can-be-sorted/description,https://leetcode.com/problems/find-if-array-can-be-sorted/solutions
3012, Minimize Length of Array Using Operations,35.40%,FALSE,Medium,https://leetcode.com/problems/minimize-length-of-array-using-operations/description,https://leetcode.com/problems/minimize-length-of-array-using-operations/solutions
3013, Divide an Array Into Subarrays With Minimum Cost II,32.10%,FALSE,Hard,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/description,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/solutions
3014, Minimum Number of Pushes to Type Word I,66.50%,FALSE,Easy,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/description,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/solutions
3015, Count the Number of Houses at a Certain Distance I,56.60%,FALSE,Medium,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/description,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions
3016, Minimum Number of Pushes to Type Word II,80.70%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/description,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solutions
3017, Count the Number of Houses at a Certain Distance II,22.10%,FALSE,Hard,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/description,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/solutions
3018, Maximum Number of Removal Queries That Can Be Processed I,44.10%,TRUE,Hard,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/description,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/solutions
3019, Number of Changing Keys,81.00%,FALSE,Easy,https://leetcode.com/problems/number-of-changing-keys/description,https://leetcode.com/problems/number-of-changing-keys/solutions
3020, Find the Maximum Number of Elements in Subset,24.80%,FALSE,Medium,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/description,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solutions
3021, Alice and Bob Playing Flower Game,47.90%,FALSE,Medium,https://leetcode.com/problems/alice-and-bob-playing-flower-game/description,https://leetcode.com/problems/alice-and-bob-playing-flower-game/solutions
3022, Minimize OR of Remaining Elements Using Operations,33.80%,FALSE,Hard,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/description,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/solutions
3023, Find Pattern in Infinite Stream I,58.90%,TRUE,Medium,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/description,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/solutions
3024, Type of Triangle,38.40%,FALSE,Easy,https://leetcode.com/problems/type-of-triangle/description,https://leetcode.com/problems/type-of-triangle/solutions
3025, Find the Number of Ways to Place People I,41.50%,FALSE,Medium,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/description,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solutions
3026, Maximum Good Subarray Sum,19.10%,FALSE,Medium,https://leetcode.com/problems/maximum-good-subarray-sum/description,https://leetcode.com/problems/maximum-good-subarray-sum/solutions
3027, Find the Number of Ways to Place People II,48.00%,FALSE,Hard,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/description,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/solutions
3028, Ant on the Boundary,74.80%,FALSE,Easy,https://leetcode.com/problems/ant-on-the-boundary/description,https://leetcode.com/problems/ant-on-the-boundary/solutions
3029, Minimum Time to Revert Word to Initial State I,41.20%,FALSE,Medium,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/description,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solutions
3030, Find the Grid of Region Average,44.00%,FALSE,Medium,https://leetcode.com/problems/find-the-grid-of-region-average/description,https://leetcode.com/problems/find-the-grid-of-region-average/solutions
3031, Minimum Time to Revert Word to Initial State II,35.60%,FALSE,Hard,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/description,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/solutions
3032, Count Numbers With Unique Digits II,87.50%,TRUE,Easy,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/description,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/solutions
3033, Modify the Matrix,68.70%,FALSE,Easy,https://leetcode.com/problems/modify-the-matrix/description,https://leetcode.com/problems/modify-the-matrix/solutions
3034, Number of Subarrays That Match a Pattern I,67.10%,FALSE,Medium,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/description,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solutions
3035, Maximum Palindromes After Operations,42.90%,FALSE,Medium,https://leetcode.com/problems/maximum-palindromes-after-operations/description,https://leetcode.com/problems/maximum-palindromes-after-operations/solutions
3036, Number of Subarrays That Match a Pattern II,32.80%,FALSE,Hard,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/description,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/solutions
3037, Find Pattern in Infinite Stream II,69.70%,TRUE,Hard,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/description,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/solutions
3038, Maximum Number of Operations With the Same Score I,52.30%,FALSE,Easy,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/description,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/solutions
3039, Apply Operations to Make String Empty,56.90%,FALSE,Medium,https://leetcode.com/problems/apply-operations-to-make-string-empty/description,https://leetcode.com/problems/apply-operations-to-make-string-empty/solutions
3040, Maximum Number of Operations With the Same Score II,33.60%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/description,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solutions
3041, Maximize Consecutive Elements in an Array After Modification,32.40%,FALSE,Hard,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/description,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/solutions
3042, Count Prefix and Suffix Pairs I,65.70%,FALSE,Easy,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/description,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/solutions
3043, Find the Length of the Longest Common Prefix,36.60%,FALSE,Medium,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/description,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solutions
3044, Most Frequent Prime,48.40%,FALSE,Medium,https://leetcode.com/problems/most-frequent-prime/description,https://leetcode.com/problems/most-frequent-prime/solutions
3045, Count Prefix and Suffix Pairs II,25.30%,FALSE,Hard,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/description,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/solutions
3046, Split the Array,58.90%,FALSE,Easy,https://leetcode.com/problems/split-the-array/description,https://leetcode.com/problems/split-the-array/solutions
3047, Find the Largest Area of Square Inside Two Rectangles,45.50%,FALSE,Medium,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/description,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/solutions
3048, Earliest Second to Mark Indices I,36.30%,FALSE,Medium,https://leetcode.com/problems/earliest-second-to-mark-indices-i/description,https://leetcode.com/problems/earliest-second-to-mark-indices-i/solutions
3049, Earliest Second to Mark Indices II,22.60%,FALSE,Hard,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/description,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/solutions
3050, Pizza Toppings Cost Analysis,65.70%,TRUE,Medium,https://leetcode.com/problems/pizza-toppings-cost-analysis/description,https://leetcode.com/problems/pizza-toppings-cost-analysis/solutions
3051, Find Candidates for Data Scientist Position,74.80%,TRUE,Easy,https://leetcode.com/problems/find-candidates-for-data-scientist-position/description,https://leetcode.com/problems/find-candidates-for-data-scientist-position/solutions
3052, Maximize Items,74.30%,TRUE,Hard,https://leetcode.com/problems/maximize-items/description,https://leetcode.com/problems/maximize-items/solutions
3053, Classifying Triangles by Lengths,49.50%,TRUE,Easy,https://leetcode.com/problems/classifying-triangles-by-lengths/description,https://leetcode.com/problems/classifying-triangles-by-lengths/solutions
3054, Binary Tree Nodes,81.40%,TRUE,Medium,https://leetcode.com/problems/binary-tree-nodes/description,https://leetcode.com/problems/binary-tree-nodes/solutions
3055, Top Percentile Fraud,60.40%,TRUE,Medium,https://leetcode.com/problems/top-percentile-fraud/description,https://leetcode.com/problems/top-percentile-fraud/solutions
3056, Snaps Analysis,57.70%,TRUE,Medium,https://leetcode.com/problems/snaps-analysis/description,https://leetcode.com/problems/snaps-analysis/solutions
3057, Employees Project Allocation,68.50%,TRUE,Hard,https://leetcode.com/problems/employees-project-allocation/description,https://leetcode.com/problems/employees-project-allocation/solutions
3058, Friends With No Mutual Friends,50.30%,TRUE,Medium,https://leetcode.com/problems/friends-with-no-mutual-friends/description,https://leetcode.com/problems/friends-with-no-mutual-friends/solutions
3059, Find All Unique Email Domains,67.70%,TRUE,Easy,https://leetcode.com/problems/find-all-unique-email-domains/description,https://leetcode.com/problems/find-all-unique-email-domains/solutions
3060, User Activities within Time Bounds,39.70%,TRUE,Hard,https://leetcode.com/problems/user-activities-within-time-bounds/description,https://leetcode.com/problems/user-activities-within-time-bounds/solutions
3061, Calculate Trapping Rain Water,78.00%,TRUE,Hard,https://leetcode.com/problems/calculate-trapping-rain-water/description,https://leetcode.com/problems/calculate-trapping-rain-water/solutions
3062, Winner of the Linked List Game,80.20%,TRUE,Easy,https://leetcode.com/problems/winner-of-the-linked-list-game/description,https://leetcode.com/problems/winner-of-the-linked-list-game/solutions
3063, Linked List Frequency,85.80%,TRUE,Easy,https://leetcode.com/problems/linked-list-frequency/description,https://leetcode.com/problems/linked-list-frequency/solutions
3064, Guess the Number Using Bitwise Questions I,90.20%,TRUE,Medium,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/description,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/solutions
3065, Minimum Operations to Exceed Threshold Value I,86.30%,FALSE,Easy,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/description,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/solutions
3066, Minimum Operations to Exceed Threshold Value II,28.00%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/description,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/solutions
3089, Find Bursty Behavior,40.30%,FALSE,Medium,https://leetcode.com/problems/find-bursty-behavior/description,https://leetcode.com/problems/find-bursty-behavior/solutions
3090, Maximum Length Substring With Two Occurrences,64.00%,FALSE,Easy,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/description,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/solutions
3091, Apply Operations to Make Sum of Array Greater Than or Equal to k,44.60%,FALSE,Medium,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/description,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/solutions
3092, Most Frequent IDs,42.80%,FALSE,Medium,https://leetcode.com/problems/most-frequent-ids/description,https://leetcode.com/problems/most-frequent-ids/solutions
3093, Longest Common Suffix Queries,40.90%,FALSE,Hard,https://leetcode.com/problems/longest-common-suffix-queries/description,https://leetcode.com/problems/longest-common-suffix-queries/solutions
3094, Guess the Number Using Bitwise Questions II,81.60%,TRUE,Medium,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/description,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/solutions
3095, Shortest Subarray With OR at Least K I,41.30%,FALSE,Easy,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/description,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/solutions
3096, Minimum Levels to Gain More Points,40.80%,FALSE,Medium,https://leetcode.com/problems/minimum-levels-to-gain-more-points/description,https://leetcode.com/problems/minimum-levels-to-gain-more-points/solutions
3097, Shortest Subarray With OR at Least K II,30.50%,FALSE,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/description,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/solutions
3098, Find the Sum of Subsequence Powers,24.70%,FALSE,Hard,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/description,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/solutions
3099, Harshad Number,83.00%,FALSE,Easy,https://leetcode.com/problems/harshad-number/description,https://leetcode.com/problems/harshad-number/solutions
3100, Water Bottles II,63.90%,FALSE,Medium,https://leetcode.com/problems/water-bottles-ii/description,https://leetcode.com/problems/water-bottles-ii/solutions
3101, Count Alternating Subarrays,57.30%,FALSE,Medium,https://leetcode.com/problems/count-alternating-subarrays/description,https://leetcode.com/problems/count-alternating-subarrays/solutions
3102, Minimize Manhattan Distances,32.80%,FALSE,Hard,https://leetcode.com/problems/minimize-manhattan-distances/description,https://leetcode.com/problems/minimize-manhattan-distances/solutions
3103, Find Trending Hashtags II,63.60%,TRUE,Hard,https://leetcode.com/problems/find-trending-hashtags-ii/description,https://leetcode.com/problems/find-trending-hashtags-ii/solutions
3104, Find Longest Self-Contained Substring,56.20%,TRUE,Hard,https://leetcode.com/problems/find-longest-self-contained-substring/description,https://leetcode.com/problems/find-longest-self-contained-substring/solutions
3105, Longest Strictly Increasing or Strictly Decreasing Subarray,57.10%,FALSE,Easy,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/description,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/solutions
3106, Lexicographically Smallest String After Operations With Constraint,63.70%,FALSE,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/description,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/solutions
3107, Minimum Operations to Make Median of Array Equal to K,48.70%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/description,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/solutions
3108, Minimum Cost Walk in Weighted Graph,46.00%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/description,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/solutions
3109, Find the Index of Permutation,42.60%,TRUE,Medium,https://leetcode.com/problems/find-the-index-of-permutation/description,https://leetcode.com/problems/find-the-index-of-permutation/solutions
3110, Score of a String,93.00%,FALSE,Easy,https://leetcode.com/problems/score-of-a-string/description,https://leetcode.com/problems/score-of-a-string/solutions
3111, Minimum Rectangles to Cover Points,63.80%,FALSE,Medium,https://leetcode.com/problems/minimum-rectangles-to-cover-points/description,https://leetcode.com/problems/minimum-rectangles-to-cover-points/solutions
3112, Minimum Time to Visit Disappearing Nodes,34.90%,FALSE,Medium,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/description,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/solutions
3113, Find the Number of Subarrays Where Boundary Elements Are Maximum,30.30%,FALSE,Hard,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/description,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/solutions
